id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Propensity
21481,Female,39,1,49.0,0,1-2 Year,Yes,27978.0,155.0,143,0.41333956
201000,Female,37,1,41.0,0,1-2 Year,Yes,32861.0,136.0,56,0.4133138
233394,Female,34,1,28.0,0,1-2 Year,Yes,2630.0,26.0,76,0.41330782
323006,Male,34,1,28.0,0,1-2 Year,Yes,2630.0,26.0,79,0.41330782
328052,Male,31,1,2.0,0,1-2 Year,Yes,29946.0,163.0,236,0.4132855
74129,Female,31,1,28.0,0,1-2 Year,Yes,33727.0,156.0,59,0.4132155
125910,Female,33,1,26.0,0,< 1 Year,Yes,28402.0,124.0,297,0.4131838
211454,Female,37,1,11.0,0,1-2 Year,Yes,27767.0,3.0,65,0.4131738
295064,Male,32,1,28.0,0,< 1 Year,Yes,48353.0,26.0,245,0.41313162
107022,Male,31,1,28.0,0,1-2 Year,Yes,48943.0,26.0,240,0.41313162
253602,Female,33,1,28.0,0,< 1 Year,Yes,47802.0,26.0,267,0.41313162
115926,Male,60,1,28.0,0,1-2 Year,Yes,61315.0,3.0,236,0.41305515
177286,Female,34,1,28.0,0,1-2 Year,Yes,44590.0,124.0,90,0.4129326
249704,Female,30,1,28.0,0,< 1 Year,Yes,37350.0,156.0,105,0.41292346
244139,Male,32,1,28.0,0,< 1 Year,Yes,32871.0,154.0,93,0.41292346
23587,Male,31,1,23.0,0,< 1 Year,Yes,32263.0,156.0,90,0.41292346
145652,Male,44,1,8.0,0,1-2 Year,Yes,28861.0,163.0,27,0.41276398
177720,Female,31,1,28.0,0,1-2 Year,Yes,2630.0,122.0,95,0.4126779
321740,Male,32,1,46.0,0,1-2 Year,Yes,25936.0,124.0,231,0.41263077
244837,Male,30,1,2.0,0,< 1 Year,Yes,26000.0,26.0,205,0.41260418
192031,Female,32,1,45.0,0,< 1 Year,Yes,34170.0,124.0,89,0.41259834
250332,Male,37,1,41.0,0,1-2 Year,Yes,40155.0,26.0,63,0.41256654
346877,Male,31,1,13.0,0,1-2 Year,Yes,26217.0,124.0,233,0.4125171
353357,Male,30,1,2.0,0,1-2 Year,Yes,29732.0,124.0,185,0.41239145
112083,Female,33,1,8.0,0,1-2 Year,Yes,27697.0,154.0,103,0.41238156
21298,Male,53,1,35.0,0,1-2 Year,Yes,36550.0,154.0,202,0.4123378
233411,Female,28,1,28.0,0,< 1 Year,Yes,32672.0,124.0,121,0.4122975
325656,Male,32,1,28.0,0,< 1 Year,Yes,39248.0,31.0,226,0.41229057
278129,Female,31,1,28.0,0,1-2 Year,Yes,39048.0,156.0,277,0.41229057
340897,Male,32,1,28.0,0,1-2 Year,Yes,32790.0,154.0,224,0.41229057
52347,Male,32,1,28.0,0,< 1 Year,Yes,39018.0,156.0,267,0.41229057
238977,Male,32,1,28.0,0,1-2 Year,Yes,35709.0,31.0,228,0.41229057
179729,Female,37,1,41.0,0,1-2 Year,Yes,39266.0,26.0,114,0.41227463
233528,Female,36,1,38.0,0,1-2 Year,Yes,43862.0,26.0,151,0.41225898
355781,Female,34,1,30.0,0,1-2 Year,Yes,31060.0,124.0,131,0.41225517
31882,Male,30,1,46.0,0,1-2 Year,Yes,33282.0,154.0,149,0.4122378
216624,Female,29,1,28.0,0,< 1 Year,Yes,50611.0,26.0,27,0.4121547
192494,Male,32,1,28.0,0,< 1 Year,Yes,50153.0,26.0,20,0.4121547
211181,Male,37,1,51.0,0,1-2 Year,Yes,39438.0,163.0,203,0.4121382
80301,Male,30,1,47.0,0,1-2 Year,Yes,27715.0,26.0,80,0.41209924
373287,Female,51,1,47.0,0,1-2 Year,Yes,29120.0,155.0,41,0.41207308
196801,Male,28,1,28.0,0,< 1 Year,Yes,42556.0,124.0,235,0.41200042
126436,Female,28,1,28.0,0,< 1 Year,Yes,34924.0,124.0,233,0.41200042
61321,Male,50,1,14.0,0,1-2 Year,Yes,33610.0,163.0,197,0.41195515
254319,Male,27,1,29.0,0,< 1 Year,Yes,32516.0,154.0,210,0.41195413
230410,Male,34,1,5.0,0,1-2 Year,Yes,32592.0,124.0,222,0.41192392
352389,Female,34,1,45.0,0,1-2 Year,Yes,31719.0,124.0,278,0.41192392
316241,Male,38,1,41.0,0,1-2 Year,Yes,30973.0,26.0,261,0.4119109
112279,Female,35,1,35.0,0,1-2 Year,Yes,2630.0,124.0,174,0.41190585
55486,Male,35,1,35.0,0,1-2 Year,Yes,2630.0,124.0,241,0.41190585
217520,Male,32,1,17.0,0,1-2 Year,Yes,26336.0,124.0,68,0.41181818
17220,Female,46,1,28.0,0,1-2 Year,Yes,60183.0,26.0,151,0.41180444
53318,Male,46,1,28.0,0,> 2 Years,Yes,56393.0,26.0,131,0.41180444
109955,Male,44,1,28.0,0,1-2 Year,Yes,56995.0,26.0,147,0.41180444
34254,Female,45,1,28.0,0,1-2 Year,Yes,61241.0,26.0,146,0.41180444
324512,Male,44,1,28.0,0,> 2 Years,Yes,54949.0,26.0,189,0.41180444
82042,Male,47,1,28.0,0,1-2 Year,Yes,66076.0,26.0,144,0.41180444
208627,Female,46,1,28.0,0,1-2 Year,Yes,83854.0,26.0,166,0.41180444
212852,Male,47,1,28.0,0,> 2 Years,Yes,62755.0,26.0,156,0.41180444
255759,Male,45,1,28.0,0,1-2 Year,Yes,69108.0,26.0,196,0.41180444
22518,Male,44,1,28.0,0,> 2 Years,Yes,64849.0,26.0,182,0.41180444
21440,Male,45,1,28.0,0,1-2 Year,Yes,58181.0,26.0,141,0.41180444
335364,Male,46,1,28.0,0,1-2 Year,Yes,57349.0,26.0,153,0.41180444
198501,Male,46,1,28.0,0,1-2 Year,Yes,56706.0,26.0,144,0.41180444
177188,Male,46,1,28.0,0,1-2 Year,Yes,60102.0,26.0,166,0.41180444
39905,Male,43,1,28.0,0,1-2 Year,Yes,55862.0,26.0,205,0.41180444
296884,Male,42,1,28.0,0,1-2 Year,Yes,61851.0,26.0,184,0.41180444
81942,Female,47,1,28.0,0,1-2 Year,Yes,56211.0,26.0,151,0.41180444
41720,Male,46,1,28.0,0,1-2 Year,Yes,65086.0,26.0,173,0.41180444
380465,Male,47,1,28.0,0,1-2 Year,Yes,54981.0,26.0,142,0.41180444
6092,Male,47,1,28.0,0,1-2 Year,Yes,61784.0,26.0,142,0.41180444
30369,Female,45,1,28.0,0,1-2 Year,Yes,57307.0,26.0,159,0.41180444
221926,Male,46,1,28.0,0,1-2 Year,Yes,62625.0,26.0,178,0.41180444
313965,Female,44,1,28.0,0,1-2 Year,Yes,60895.0,26.0,145,0.41180444
293182,Male,42,1,28.0,0,1-2 Year,Yes,55108.0,26.0,183,0.41180444
200141,Female,46,1,28.0,0,> 2 Years,Yes,55518.0,26.0,185,0.41180444
258478,Female,47,1,28.0,0,> 2 Years,Yes,59767.0,26.0,136,0.41180444
224711,Male,46,1,28.0,0,1-2 Year,Yes,59318.0,26.0,170,0.41180444
269266,Male,44,1,28.0,0,1-2 Year,Yes,57641.0,26.0,166,0.41180444
166267,Female,46,1,28.0,0,1-2 Year,Yes,64212.0,26.0,171,0.41180444
277050,Male,42,1,28.0,0,1-2 Year,Yes,56886.0,26.0,203,0.41180444
370174,Female,46,1,28.0,0,1-2 Year,Yes,56684.0,26.0,180,0.41180444
136722,Male,28,1,28.0,0,< 1 Year,Yes,26826.0,26.0,248,0.4117905
379745,Male,49,1,11.0,0,1-2 Year,Yes,69811.0,26.0,204,0.4117725
125767,Male,29,1,28.0,0,1-2 Year,Yes,34039.0,154.0,124,0.4117325
298125,Male,29,1,28.0,0,1-2 Year,Yes,39489.0,154.0,152,0.4117325
214384,Female,29,1,28.0,0,< 1 Year,Yes,39333.0,154.0,199,0.4117325
159655,Male,30,1,28.0,0,1-2 Year,Yes,33772.0,154.0,171,0.4117325
305828,Male,35,1,28.0,0,1-2 Year,Yes,44035.0,124.0,125,0.41167054
261045,Male,35,1,28.0,0,1-2 Year,Yes,39514.0,124.0,147,0.41167054
205718,Female,35,1,28.0,0,1-2 Year,Yes,37444.0,124.0,143,0.41167054
186639,Male,35,1,19.0,0,1-2 Year,Yes,38988.0,124.0,270,0.41167054
139048,Male,35,1,28.0,0,1-2 Year,Yes,44071.0,124.0,163,0.41167054
317374,Female,35,1,28.0,0,1-2 Year,Yes,37256.0,124.0,223,0.41167054
23040,Male,35,1,28.0,0,1-2 Year,Yes,43585.0,124.0,258,0.41167054
264327,Female,35,1,28.0,0,1-2 Year,Yes,40956.0,124.0,247,0.41167054
346828,Male,35,1,28.0,0,1-2 Year,Yes,39820.0,124.0,123,0.41167054
67023,Female,35,1,28.0,0,1-2 Year,Yes,38156.0,124.0,200,0.41167054
266443,Male,35,1,28.0,0,1-2 Year,Yes,40741.0,124.0,290,0.41167054
225283,Female,35,1,28.0,0,1-2 Year,Yes,38150.0,124.0,219,0.41167054
309040,Female,35,1,28.0,0,1-2 Year,Yes,38813.0,124.0,203,0.41167054
24200,Male,35,1,28.0,0,1-2 Year,Yes,38681.0,124.0,258,0.41167054
123735,Female,34,1,39.0,0,1-2 Year,Yes,37262.0,26.0,254,0.41165596
335880,Male,34,1,39.0,0,1-2 Year,Yes,35129.0,26.0,169,0.41165596
305547,Female,35,1,36.0,0,1-2 Year,Yes,23523.0,26.0,266,0.4116527
224039,Male,34,1,28.0,0,1-2 Year,Yes,23765.0,156.0,289,0.4115527
371617,Male,48,1,50.0,0,1-2 Year,Yes,30781.0,163.0,163,0.4113893
335688,Female,29,1,28.0,0,< 1 Year,Yes,32908.0,154.0,277,0.4113454
320336,Male,29,1,28.0,0,< 1 Year,Yes,36799.0,154.0,266,0.4113454
242058,Male,35,1,40.0,0,1-2 Year,Yes,29864.0,154.0,102,0.41132468
255004,Male,35,1,24.0,0,1-2 Year,Yes,40728.0,124.0,10,0.41130355
155279,Male,35,1,11.0,0,1-2 Year,Yes,2630.0,157.0,247,0.41125047
272447,Female,34,1,28.0,0,> 2 Years,Yes,2630.0,26.0,99,0.411225
137406,Male,52,1,28.0,0,1-2 Year,Yes,93427.0,26.0,259,0.41117162
296975,Female,52,1,28.0,0,> 2 Years,Yes,57673.0,26.0,222,0.41117162
362663,Male,34,1,30.0,0,1-2 Year,Yes,41487.0,26.0,228,0.41115883
334196,Male,34,1,28.0,0,1-2 Year,Yes,22923.0,154.0,39,0.41110075
118722,Male,34,1,36.0,0,1-2 Year,Yes,27403.0,124.0,72,0.4110707
285866,Male,30,1,33.0,0,< 1 Year,Yes,29685.0,154.0,174,0.41099805
154599,Male,36,1,23.0,0,1-2 Year,Yes,22201.0,124.0,256,0.41099545
377784,Female,36,1,24.0,0,1-2 Year,Yes,23203.0,124.0,132,0.41099545
308719,Male,35,1,46.0,0,1-2 Year,Yes,26642.0,124.0,148,0.41098005
166293,Male,33,1,28.0,0,< 1 Year,Yes,30912.0,124.0,242,0.41089442
22294,Female,30,1,28.0,0,1-2 Year,Yes,42717.0,157.0,126,0.41084167
362289,Female,34,1,8.0,0,1-2 Year,Yes,26462.0,124.0,110,0.4108201
330178,Female,35,1,28.0,0,1-2 Year,Yes,38937.0,124.0,36,0.4107872
143282,Female,35,1,28.0,0,1-2 Year,Yes,36784.0,124.0,298,0.41076395
303972,Male,35,1,28.0,0,1-2 Year,Yes,31035.0,124.0,250,0.41076395
172639,Female,35,1,28.0,0,1-2 Year,Yes,32848.0,124.0,280,0.41076395
247594,Male,35,1,28.0,0,1-2 Year,Yes,35249.0,124.0,164,0.41076395
199675,Female,35,1,28.0,0,1-2 Year,Yes,35669.0,124.0,153,0.41076395
207214,Female,35,1,28.0,0,> 2 Years,Yes,33081.0,124.0,190,0.41076395
163874,Male,38,1,35.0,0,1-2 Year,Yes,30723.0,26.0,14,0.41076282
104612,Male,29,1,14.0,0,< 1 Year,Yes,28568.0,26.0,263,0.41064128
39629,Female,34,1,5.0,0,1-2 Year,Yes,2630.0,124.0,261,0.41058043
280503,Male,34,1,28.0,0,1-2 Year,Yes,2630.0,122.0,207,0.4105747
56903,Female,34,1,28.0,0,1-2 Year,Yes,2630.0,122.0,214,0.4105747
162345,Female,34,1,28.0,0,1-2 Year,Yes,2630.0,122.0,160,0.4105747
35229,Male,29,1,28.0,0,< 1 Year,Yes,2630.0,26.0,205,0.4104965
304227,Male,31,1,2.0,0,1-2 Year,Yes,28791.0,154.0,157,0.41047508
277865,Male,28,1,28.0,0,1-2 Year,Yes,35415.0,124.0,17,0.41047433
141307,Female,35,1,28.0,0,1-2 Year,Yes,27946.0,156.0,175,0.4104321
203315,Female,29,1,28.0,0,1-2 Year,Yes,35507.0,122.0,23,0.41035017
63755,Male,42,1,15.0,0,1-2 Year,Yes,16896.0,155.0,83,0.41034198
132451,Male,29,1,38.0,0,1-2 Year,Yes,30811.0,124.0,148,0.4103369
142394,Male,35,1,18.0,0,1-2 Year,Yes,33044.0,156.0,185,0.410326
116484,Male,45,1,41.0,0,1-2 Year,Yes,2630.0,163.0,124,0.41031373
268341,Male,35,1,28.0,0,1-2 Year,Yes,28886.0,122.0,213,0.4102646
300211,Male,47,1,29.0,0,1-2 Year,Yes,43640.0,26.0,289,0.4102307
309356,Male,41,1,29.0,0,1-2 Year,Yes,40542.0,26.0,227,0.41022566
77874,Female,31,1,28.0,0,1-2 Year,Yes,33322.0,156.0,68,0.41006848
220464,Female,31,1,28.0,0,< 1 Year,Yes,38615.0,154.0,78,0.41006848
20033,Male,32,1,24.0,0,1-2 Year,Yes,38848.0,154.0,74,0.41006848
289096,Male,35,1,35.0,0,1-2 Year,Yes,2630.0,124.0,51,0.41006732
98275,Female,35,1,3.0,0,1-2 Year,Yes,2630.0,124.0,60,0.41006732
150710,Male,35,1,41.0,0,1-2 Year,Yes,35192.0,154.0,294,0.4100094
345119,Female,30,1,28.0,0,1-2 Year,Yes,55904.0,124.0,82,0.40999874
57792,Male,32,1,28.0,0,< 1 Year,Yes,55059.0,26.0,234,0.4099799
281531,Male,32,1,28.0,0,< 1 Year,Yes,56046.0,26.0,267,0.4099799
142023,Male,45,1,27.0,0,1-2 Year,Yes,26828.0,163.0,172,0.4098557
298122,Female,35,1,41.0,0,1-2 Year,Yes,2630.0,124.0,96,0.409776
298388,Female,33,1,28.0,0,< 1 Year,Yes,81320.0,124.0,289,0.4097688
157129,Male,36,1,28.0,0,1-2 Year,Yes,40213.0,26.0,279,0.40963826
28901,Female,36,1,28.0,0,1-2 Year,Yes,38461.0,26.0,154,0.40963826
56852,Male,36,1,28.0,0,1-2 Year,Yes,41024.0,26.0,280,0.40963826
333119,Female,38,1,28.0,0,1-2 Year,Yes,73344.0,26.0,202,0.40959975
282734,Male,28,1,28.0,0,< 1 Year,Yes,36105.0,26.0,276,0.4095684
310721,Male,28,1,28.0,0,< 1 Year,Yes,41654.0,26.0,295,0.4095684
374647,Female,28,1,28.0,0,1-2 Year,Yes,33749.0,26.0,277,0.4095684
332305,Male,39,1,29.0,0,1-2 Year,Yes,20854.0,26.0,38,0.4094738
147344,Male,33,1,46.0,0,< 1 Year,Yes,35685.0,26.0,200,0.4093897
52486,Male,27,1,6.0,0,1-2 Year,Yes,35186.0,163.0,199,0.40933108
178748,Male,35,1,39.0,0,1-2 Year,Yes,38539.0,26.0,137,0.40930343
358359,Female,54,1,28.0,0,1-2 Year,Yes,51295.0,26.0,251,0.409213
38409,Male,54,1,28.0,0,1-2 Year,Yes,54335.0,26.0,253,0.409213
29680,Male,36,1,28.0,0,1-2 Year,Yes,22762.0,124.0,42,0.40915817
219463,Male,49,1,2.0,0,1-2 Year,Yes,2630.0,163.0,241,0.4091488
249389,Male,35,1,46.0,0,1-2 Year,Yes,26792.0,124.0,49,0.40914276
70665,Male,48,1,28.0,0,1-2 Year,Yes,55129.0,26.0,175,0.40909567
4286,Female,48,1,28.0,0,1-2 Year,Yes,56532.0,26.0,159,0.40909567
149591,Male,44,1,11.0,0,1-2 Year,Yes,34556.0,26.0,12,0.40906566
314202,Male,42,1,11.0,0,1-2 Year,Yes,33446.0,26.0,16,0.40906566
75359,Male,32,1,12.0,0,< 1 Year,Yes,27868.0,156.0,214,0.40894577
155894,Male,41,1,11.0,0,1-2 Year,Yes,36658.0,163.0,111,0.40892264
265991,Male,30,1,28.0,0,1-2 Year,Yes,2630.0,163.0,233,0.40888417
232789,Female,31,1,28.0,0,< 1 Year,Yes,50316.0,124.0,288,0.40881088
176771,Female,36,1,28.0,0,1-2 Year,Yes,38718.0,26.0,16,0.40875623
275432,Male,41,1,28.0,0,1-2 Year,Yes,38103.0,155.0,265,0.40873495
96656,Male,39,1,30.0,0,1-2 Year,Yes,21330.0,157.0,220,0.4086568
182570,Male,28,1,11.0,0,< 1 Year,Yes,29281.0,152.0,297,0.40865278
113538,Male,39,1,11.0,0,1-2 Year,Yes,33574.0,26.0,281,0.40859893
337147,Female,32,1,33.0,0,1-2 Year,Yes,32413.0,124.0,125,0.4084747
42918,Male,31,1,8.0,0,< 1 Year,Yes,36646.0,124.0,124,0.4084747
171481,Male,36,1,28.0,0,1-2 Year,Yes,59145.0,26.0,178,0.40846357
232445,Male,34,1,18.0,0,1-2 Year,Yes,2630.0,163.0,181,0.4084141
91480,Female,32,1,28.0,0,1-2 Year,Yes,58646.0,147.0,174,0.40841138
143087,Female,45,1,3.0,0,1-2 Year,Yes,60647.0,26.0,174,0.40837297
221767,Female,43,1,41.0,0,1-2 Year,Yes,56631.0,26.0,152,0.40837297
172853,Male,31,1,28.0,0,1-2 Year,Yes,48722.0,124.0,13,0.4083067
293269,Male,33,1,11.0,0,1-2 Year,Yes,2630.0,157.0,279,0.4082551
153136,Male,36,1,28.0,0,1-2 Year,Yes,46351.0,26.0,251,0.408225
267428,Female,36,1,28.0,0,1-2 Year,Yes,46685.0,26.0,235,0.408225
136906,Male,33,1,46.0,0,< 1 Year,Yes,33942.0,154.0,163,0.4082042
269777,Male,34,1,28.0,0,1-2 Year,Yes,52359.0,124.0,122,0.40817338
7095,Female,32,1,21.0,0,< 1 Year,Yes,28611.0,154.0,34,0.4081428
303309,Male,30,1,15.0,0,1-2 Year,Yes,30613.0,154.0,41,0.40810457
163222,Female,36,1,28.0,0,1-2 Year,Yes,32010.0,26.0,41,0.40806854
321664,Male,45,1,11.0,0,1-2 Year,Yes,40321.0,26.0,100,0.40798864
194675,Male,40,1,29.0,0,1-2 Year,Yes,21836.0,26.0,13,0.4079467
202365,Male,34,1,28.0,0,1-2 Year,Yes,58428.0,26.0,27,0.40792537
122575,Female,35,1,28.0,0,1-2 Year,Yes,38038.0,124.0,47,0.40787488
343623,Female,35,1,28.0,0,1-2 Year,Yes,39132.0,124.0,62,0.40787488
148892,Male,35,1,28.0,0,1-2 Year,Yes,39063.0,124.0,59,0.40787488
231390,Female,29,1,11.0,0,1-2 Year,Yes,2630.0,157.0,219,0.40785497
209158,Male,43,1,11.0,0,1-2 Year,Yes,39648.0,26.0,269,0.40783873
16385,Female,30,1,8.0,0,1-2 Year,Yes,26384.0,154.0,44,0.40771472
340227,Male,37,1,28.0,0,1-2 Year,Yes,40829.0,26.0,296,0.40768754
32021,Male,33,1,28.0,0,1-2 Year,Yes,48592.0,124.0,188,0.40768406
109448,Female,31,1,28.0,0,< 1 Year,Yes,49800.0,124.0,170,0.40768406
75597,Male,33,1,28.0,0,1-2 Year,Yes,50812.0,124.0,178,0.40768406
9028,Male,32,1,28.0,0,1-2 Year,Yes,49482.0,124.0,184,0.40768406
194397,Male,33,1,28.0,0,< 1 Year,Yes,50999.0,124.0,151,0.40768406
319925,Female,36,1,28.0,0,1-2 Year,Yes,40925.0,26.0,38,0.4076697
88676,Female,32,1,36.0,0,< 1 Year,Yes,34043.0,124.0,284,0.4076281
165551,Female,35,1,28.0,0,1-2 Year,Yes,38655.0,124.0,98,0.407584
113872,Male,35,1,28.0,0,1-2 Year,Yes,41120.0,124.0,92,0.407584
353265,Male,35,1,28.0,0,1-2 Year,Yes,38681.0,124.0,94,0.407584
246220,Male,37,1,41.0,0,1-2 Year,Yes,30617.0,26.0,86,0.40755972
231572,Male,34,1,7.0,0,1-2 Year,Yes,47398.0,154.0,238,0.40755355
189737,Female,53,1,29.0,0,1-2 Year,Yes,28153.0,157.0,211,0.4075372
312732,Male,27,1,29.0,0,< 1 Year,Yes,30110.0,124.0,176,0.40744638
160933,Male,41,1,29.0,0,1-2 Year,Yes,36028.0,26.0,297,0.4074245
176164,Male,30,1,40.0,0,< 1 Year,Yes,2630.0,124.0,121,0.40738532
58592,Female,29,1,37.0,0,1-2 Year,Yes,31782.0,157.0,156,0.407301
163480,Female,46,1,29.0,0,1-2 Year,Yes,54768.0,26.0,124,0.4071562
311948,Male,36,1,28.0,0,1-2 Year,Yes,27654.0,124.0,12,0.40710205
16260,Female,38,1,28.0,0,1-2 Year,Yes,52605.0,124.0,289,0.40709177
64478,Male,47,1,11.0,0,1-2 Year,Yes,27753.0,26.0,258,0.40701175
337515,Female,34,1,28.0,0,1-2 Year,Yes,2630.0,124.0,104,0.40701175
142726,Male,45,1,11.0,0,1-2 Year,Yes,28968.0,26.0,258,0.40701175
202696,Male,44,1,11.0,0,> 2 Years,Yes,25471.0,26.0,253,0.40701175
144523,Female,34,1,28.0,0,1-2 Year,Yes,2630.0,124.0,110,0.40701175
202676,Female,33,1,39.0,0,1-2 Year,Yes,36615.0,124.0,104,0.4069727
31874,Male,32,1,39.0,0,< 1 Year,Yes,38419.0,124.0,99,0.4069727
121856,Female,35,1,28.0,0,1-2 Year,Yes,36838.0,124.0,43,0.40697083
131329,Female,35,1,28.0,0,1-2 Year,Yes,36394.0,124.0,47,0.40697083
301091,Male,35,1,41.0,0,1-2 Year,Yes,2630.0,124.0,80,0.4069277
349229,Male,34,1,46.0,0,1-2 Year,Yes,40126.0,26.0,190,0.40691635
265185,Male,41,1,29.0,0,> 2 Years,Yes,23895.0,26.0,213,0.4068722
68576,Male,51,1,29.0,0,1-2 Year,Yes,63647.0,26.0,170,0.4068638
14224,Female,35,1,28.0,0,1-2 Year,Yes,34953.0,157.0,86,0.4068366
321907,Male,31,1,21.0,0,< 1 Year,Yes,33806.0,26.0,296,0.4068328
105669,Female,31,1,28.0,0,1-2 Year,Yes,56096.0,124.0,34,0.40670577
29355,Male,31,1,28.0,0,1-2 Year,Yes,49728.0,124.0,42,0.40670577
149284,Female,35,1,28.0,0,> 2 Years,Yes,36621.0,124.0,99,0.40668017
10436,Male,38,1,28.0,0,1-2 Year,Yes,52267.0,26.0,221,0.40666234
336249,Male,35,1,8.0,0,1-2 Year,Yes,29344.0,26.0,42,0.40660432
358969,Female,34,1,28.0,0,1-2 Year,Yes,48490.0,26.0,49,0.40659168
130127,Male,32,1,15.0,0,1-2 Year,Yes,30357.0,154.0,32,0.40648904
326967,Male,33,1,27.0,0,< 1 Year,Yes,26588.0,124.0,232,0.4063716
104156,Female,32,1,39.0,0,< 1 Year,Yes,41285.0,124.0,293,0.40634263
338303,Male,44,1,11.0,0,1-2 Year,Yes,19592.0,26.0,259,0.40630323
289925,Female,36,1,30.0,0,1-2 Year,Yes,26267.0,157.0,132,0.40629974
250428,Male,35,1,10.0,0,1-2 Year,Yes,30912.0,26.0,296,0.4062992
340677,Male,29,1,28.0,0,1-2 Year,Yes,2630.0,124.0,233,0.40628555
39435,Male,32,1,43.0,0,< 1 Year,Yes,34347.0,150.0,145,0.4062845
303955,Female,34,1,47.0,0,1-2 Year,Yes,28752.0,124.0,15,0.40621886
62150,Male,44,1,11.0,0,1-2 Year,Yes,37014.0,26.0,56,0.4061571
305377,Male,31,1,13.0,0,1-2 Year,Yes,31296.0,124.0,38,0.40614837
71640,Male,50,1,28.0,0,1-2 Year,Yes,54916.0,3.0,48,0.40614024
280578,Female,35,1,28.0,0,1-2 Year,Yes,22674.0,156.0,34,0.40613988
247951,Male,35,1,41.0,0,1-2 Year,Yes,34725.0,31.0,31,0.4061335
288095,Female,30,1,8.0,0,< 1 Year,Yes,40483.0,156.0,71,0.40610644
321775,Female,27,1,28.0,0,1-2 Year,Yes,24102.0,124.0,188,0.40607476
97688,Male,28,1,28.0,0,1-2 Year,Yes,37943.0,156.0,230,0.40607205
183846,Female,31,1,28.0,0,1-2 Year,Yes,50765.0,124.0,104,0.4060603
21033,Female,29,1,28.0,0,< 1 Year,Yes,49466.0,124.0,106,0.4060603
244698,Male,33,1,28.0,0,< 1 Year,Yes,51964.0,124.0,110,0.4060603
368855,Female,30,1,28.0,0,1-2 Year,Yes,51171.0,124.0,106,0.4060603
155044,Male,47,1,11.0,0,1-2 Year,Yes,48584.0,26.0,204,0.4059741
346805,Female,36,1,28.0,0,1-2 Year,Yes,44277.0,26.0,190,0.4059707
149854,Female,36,1,28.0,0,1-2 Year,Yes,44876.0,26.0,211,0.4059707
108054,Female,36,1,28.0,0,1-2 Year,Yes,44179.0,26.0,131,0.4059707
286416,Female,32,1,28.0,0,1-2 Year,Yes,41338.0,156.0,100,0.4059618
27629,Male,28,1,28.0,0,< 1 Year,Yes,32903.0,26.0,70,0.4059196
38692,Male,30,1,28.0,0,< 1 Year,Yes,2630.0,124.0,254,0.40590006
18674,Male,30,1,23.0,0,< 1 Year,Yes,2630.0,124.0,276,0.40590006
260670,Male,46,1,11.0,0,1-2 Year,Yes,34257.0,26.0,93,0.40586665
174308,Female,36,1,28.0,0,1-2 Year,Yes,39282.0,26.0,57,0.40584835
365507,Male,33,1,24.0,0,1-2 Year,Yes,34273.0,157.0,117,0.4057999
165765,Male,41,1,29.0,0,> 2 Years,Yes,29821.0,26.0,232,0.40578145
181728,Male,40,1,28.0,0,1-2 Year,Yes,83586.0,26.0,159,0.405758
277175,Female,40,1,28.0,0,1-2 Year,Yes,67934.0,26.0,179,0.405758
226630,Male,41,1,28.0,0,1-2 Year,Yes,56168.0,26.0,177,0.405758
77231,Female,41,1,28.0,0,1-2 Year,Yes,55289.0,26.0,160,0.405758
274239,Male,41,1,28.0,0,1-2 Year,Yes,57736.0,26.0,157,0.405758
181879,Male,40,1,28.0,0,1-2 Year,Yes,57384.0,26.0,156,0.405758
93926,Male,40,1,28.0,0,1-2 Year,Yes,55979.0,26.0,192,0.405758
249573,Female,41,1,28.0,0,1-2 Year,Yes,60930.0,26.0,182,0.405758
317005,Male,40,1,28.0,0,> 2 Years,Yes,67525.0,26.0,130,0.405758
358524,Male,42,1,29.0,0,1-2 Year,Yes,42517.0,26.0,236,0.40574822
312964,Male,46,1,29.0,0,> 2 Years,Yes,39116.0,26.0,282,0.40574822
98081,Female,42,1,29.0,0,1-2 Year,Yes,39999.0,26.0,263,0.40574822
130250,Male,39,1,30.0,0,1-2 Year,Yes,21945.0,163.0,83,0.4057046
61450,Female,36,1,33.0,0,1-2 Year,Yes,59202.0,26.0,289,0.40570304
142584,Female,38,1,19.0,0,1-2 Year,Yes,33789.0,163.0,81,0.40567204
218885,Female,38,1,41.0,0,1-2 Year,Yes,23458.0,124.0,14,0.4056654
219391,Female,29,1,14.0,0,1-2 Year,Yes,22513.0,154.0,199,0.40557694
127295,Female,36,1,28.0,0,1-2 Year,Yes,37784.0,26.0,107,0.40555796
168926,Male,35,1,28.0,0,1-2 Year,Yes,27253.0,4.0,72,0.40545943
53777,Male,31,1,8.0,0,1-2 Year,Yes,29987.0,156.0,289,0.40542632
3825,Male,50,1,16.0,0,1-2 Year,Yes,32858.0,163.0,169,0.40533242
15079,Male,34,1,28.0,0,1-2 Year,Yes,43308.0,154.0,278,0.40531364
86587,Female,29,1,28.0,0,1-2 Year,Yes,49752.0,157.0,159,0.4052596
200014,Male,37,1,45.0,0,1-2 Year,Yes,33778.0,26.0,230,0.40525174
13606,Female,38,1,41.0,0,1-2 Year,Yes,46848.0,136.0,74,0.40521935
